,epoch,score_threshold,person_instances,cyclist_instances,cars_instances,map_person,map_cyclist,map_cars,weighted_map,map,false_positives,true_positives,recall,precision
0,15,0.3,755,15,1088,0.47629804454348035,0.07333333333333333,0.6502177109865501,0.5748879941785222,0.3999496962877879,"0    [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, ...
1    [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, ...
2    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ...
dtype: object","0    [1.0, 2.0, 3.0, 4.0, 5.0, 5.0, 6.0, 7.0, 8.0, ...
1    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
2    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, ...
dtype: object","0    [0.0013245033112582781, 0.0026490066225165563,...
1    [0.06666666666666667, 0.06666666666666667, 0.0...
2    [0.0009191176470588235, 0.001838235294117647, ...
dtype: object","0    [1.0, 1.0, 1.0, 1.0, 1.0, 0.8333333333333334, ...
1    [1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16...
2    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
dtype: object"
1,19,0.3,755,15,1088,0.46625906239606874,0.025555555555555557,0.6546467062266211,0.5730164380069587,0.38215377472608186,"0    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ...
1    [1.0, 2.0, 3.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, ...
2    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ...
dtype: object","0    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, ...
1    [0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
2    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, ...
dtype: object","0    [0.0013245033112582781, 0.0026490066225165563,...
1    [0.0, 0.0, 0.0, 0.06666666666666667, 0.0666666...
2    [0.0009191176470588235, 0.001838235294117647, ...
dtype: object","0    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
1    [0.0, 0.0, 0.0, 0.25, 0.2, 0.16666666666666666...
2    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
dtype: object"
2,55,0.3,755,15,1088,0.44680853472341686,0.06666666666666667,0.6244588666924495,0.5477673254454063,0.379311356027511,"0    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, ...
1    [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, ...
2    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ...
dtype: object","0    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 7.0, 8.0, ...
1    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
2    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, ...
dtype: object","0    [0.0013245033112582781, 0.0026490066225165563,...
1    [0.06666666666666667, 0.06666666666666667, 0.0...
2    [0.0009191176470588235, 0.001838235294117647, ...
dtype: object","0    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.875, 0.8...
1    [1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16...
2    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
dtype: object"
3,51,0.3,755,15,1088,0.45691270106230963,0.06666666666666667,0.6259836733829287,0.5527660527140313,0.38318768037063505,"0    [0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
1    [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, ...
2    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ...
dtype: object","0    [1.0, 2.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, ...
1    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
2    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, ...
dtype: object","0    [0.0013245033112582781, 0.0026490066225165563,...
1    [0.06666666666666667, 0.06666666666666667, 0.0...
2    [0.0009191176470588235, 0.001838235294117647, ...
dtype: object","0    [1.0, 1.0, 0.6666666666666666, 0.75, 0.8, 0.83...
1    [1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16...
2    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
dtype: object"
4,10,0.3,755,15,1088,0.4713180108169985,0.07777777777777778,0.653129901182567,0.5746055421529243,0.4007418965924477,"0    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ...
1    [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, ...
2    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ...
dtype: object","0    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, ...
1    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
2    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, ...
dtype: object","0    [0.0013245033112582781, 0.0026490066225165563,...
1    [0.06666666666666667, 0.06666666666666667, 0.0...
2    [0.0009191176470588235, 0.001838235294117647, ...
dtype: object","0    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
1    [1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16...
2    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
dtype: object"
5,31,0.3,755,15,1088,0.4755492044772741,0.06666666666666667,0.6343449620324366,0.5652351819545925,0.3921869443921258,"0    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ...
1    [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, ...
2    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ...
dtype: object","0    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, ...
1    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
2    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, ...
dtype: object","0    [0.0013245033112582781, 0.0026490066225165563,...
1    [0.06666666666666667, 0.06666666666666667, 0.0...
2    [0.0009191176470588235, 0.001838235294117647, ...
dtype: object","0    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
1    [1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16...
2    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
dtype: object"
6,11,0.3,755,15,1088,0.4882887877956196,0.08333333333333333,0.6515558212639575,0.5806247407539713,0.40772598079763683,"0    [0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
1    [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 6.0, 7.0, ...
2    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ...
dtype: object","0    [1.0, 2.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, ...
1    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, ...
2    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, ...
dtype: object","0    [0.0013245033112582781, 0.0026490066225165563,...
1    [0.06666666666666667, 0.06666666666666667, 0.0...
2    [0.0009191176470588235, 0.001838235294117647, ...
dtype: object","0    [1.0, 1.0, 0.6666666666666666, 0.75, 0.8, 0.83...
1    [1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16...
2    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
dtype: object"
7,62,0.3,755,15,1088,0.4596473249399692,0.06666666666666667,0.613626514978825,0.546641215622518,0.3799801688618203,"0    [1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, ...
1    [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, ...
2    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ...
dtype: object","0    [0.0, 0.0, 1.0, 2.0, 2.0, 3.0, 4.0, 5.0, 6.0, ...
1    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
2    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, ...
dtype: object","0    [0.0, 0.0, 0.0013245033112582781, 0.0026490066...
1    [0.06666666666666667, 0.06666666666666667, 0.0...
2    [0.0009191176470588235, 0.001838235294117647, ...
dtype: object","0    [0.0, 0.0, 0.3333333333333333, 0.5, 0.4, 0.5, ...
1    [1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16...
2    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
dtype: object"
8,32,0.3,755,15,1088,0.479464603759751,0.03939393939393939,0.644067981435889,0.5722995956575716,0.38764217486319313,"0    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, ...
1    [1.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, ...
2    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ...
dtype: object","0    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 7.0, 8.0, ...
1    [0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
2    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, ...
dtype: object","0    [0.0013245033112582781, 0.0026490066225165563,...
1    [0.0, 0.06666666666666667, 0.06666666666666667...
2    [0.0009191176470588235, 0.001838235294117647, ...
dtype: object","0    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.875, 0.8...
1    [0.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16...
2    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
dtype: object"
9,58,0.3,755,15,1088,0.4582994025435114,0.06666666666666667,0.6216169714988566,0.5507725047960749,0.3821943469030116,"0    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, ...
1    [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, ...
2    [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ...
dtype: object","0    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 8.0, ...
1    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
2    [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, ...
dtype: object","0    [0.0013245033112582781, 0.0026490066225165563,...
1    [0.06666666666666667, 0.06666666666666667, 0.0...
2    [0.0009191176470588235, 0.001838235294117647, ...
dtype: object","0    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.888...
1    [1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16...
2    [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ...
dtype: object"
