filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
I00000.jpg,367716,"{}",0,0,"{}","{}"
I00002.jpg,365373,"{}",0,0,"{}","{}"
I00013.jpg,361889,"{}",0,0,"{}","{}"
I00028.jpg,361751,"{}",0,0,"{}","{}"
I00037.jpg,355204,"{}",0,0,"{}","{}"
I00042.jpg,287179,"{}",0,0,"{}","{}"
I00052.jpg,330761,"{}",0,0,"{}","{}"
I00067.jpg,367857,"{}",0,0,"{}","{}"
I00083.jpg,355804,"{}",0,0,"{}","{}"
I00094.jpg,357329,"{}",0,0,"{}","{}"
I00097.jpg,352168,"{}",0,0,"{}","{}"
I00102.jpg,359104,"{}",0,0,"{}","{}"
I00106.jpg,364244,"{}",0,0,"{}","{}"
I00108.jpg,362719,"{}",0,0,"{}","{}"
I00130.jpg,372373,"{}",0,0,"{}","{}"
I00132.jpg,369375,"{}",0,0,"{}","{}"
I00143.jpg,360781,"{}",0,0,"{}","{}"
I00154.jpg,372220,"{}",0,0,"{}","{}"
I00183.jpg,368693,"{}",0,0,"{}","{}"
I00184.jpg,370973,"{}",0,0,"{}","{}"
I00207.jpg,359315,"{}",0,0,"{}","{}"
I00238.jpg,346506,"{}",1,0,"{""name"":""rect"",""x"":20,""y"":187,""width"":23,""height"":16}","{}"
I00307.jpg,310466,"{}",1,0,"{""name"":""rect"",""x"":282,""y"":222,""width"":20,""height"":13}","{}"
I00360.jpg,365364,"{}",0,0,"{}","{}"
I00411.jpg,347526,"{}",0,0,"{}","{}"
I00428.jpg,345870,"{}",0,0,"{}","{}"
I00464.jpg,349446,"{}",0,0,"{}","{}"
I00473.jpg,343043,"{}",0,0,"{}","{}"
I00478.jpg,338381,"{}",0,0,"{}","{}"
I00481.jpg,335579,"{}",0,0,"{}","{}"
I00496.jpg,340551,"{}",0,0,"{}","{}"
I00517.jpg,355888,"{}",0,0,"{}","{}"
I00540.jpg,348741,"{}",0,0,"{}","{}"
I00546.jpg,351744,"{}",0,0,"{}","{}"
I00612.jpg,355913,"{}",0,0,"{}","{}"
I00625.jpg,348894,"{}",0,0,"{}","{}"
I00629.jpg,340380,"{}",0,0,"{}","{}"
I00641.jpg,345240,"{}",0,0,"{}","{}"
I00650.jpg,352456,"{}",0,0,"{}","{}"
I00681.jpg,360214,"{}",0,0,"{}","{}"
I00698.jpg,358138,"{}",0,0,"{}","{}"
I00708.jpg,353173,"{}",0,0,"{}","{}"
I00745.jpg,356279,"{}",0,0,"{}","{}"
I00768.jpg,351491,"{}",2,0,"{""name"":""rect"",""x"":77,""y"":198,""width"":40,""height"":18}","{}"
I00768.jpg,351491,"{}",2,1,"{""name"":""rect"",""x"":297,""y"":204,""width"":22,""height"":10}","{}"
I00770.jpg,351587,"{}",2,0,"{""name"":""rect"",""x"":83,""y"":194,""width"":44,""height"":18}","{}"
I00770.jpg,351587,"{}",2,1,"{""name"":""rect"",""x"":317,""y"":200,""width"":16,""height"":11}","{}"
I00771.jpg,351515,"{}",2,0,"{""name"":""rect"",""x"":81,""y"":194,""width"":49,""height"":21}","{}"
I00771.jpg,351515,"{}",2,1,"{""name"":""rect"",""x"":312,""y"":201,""width"":25,""height"":11}","{}"
I00849.jpg,345487,"{}",0,0,"{}","{}"
I00860.jpg,351786,"{}",0,0,"{}","{}"
I00861.jpg,352325,"{}",0,0,"{}","{}"
I00911.jpg,351210,"{}",0,0,"{}","{}"
I00935.jpg,348703,"{}",0,0,"{}","{}"
I00983.jpg,337994,"{}",2,0,"{""name"":""rect"",""x"":448,""y"":230,""width"":161,""height"":65}","{}"
I00983.jpg,337994,"{}",2,1,"{""name"":""rect"",""x"":267,""y"":218,""width"":103,""height"":47}","{}"
I00992.jpg,332944,"{}",1,0,"{""name"":""rect"",""x"":405,""y"":227,""width"":139,""height"":58}","{}"
I01001.jpg,339614,"{}",0,0,"{}","{}"
I01018.jpg,348702,"{}",0,0,"{}","{}"
I01053.jpg,338851,"{}",0,0,"{}","{}"
I01063.jpg,326918,"{}",1,0,"{""name"":""rect"",""x"":561,""y"":209,""width"":79,""height"":93}","{}"
I01110.jpg,352548,"{}",5,0,"{""name"":""rect"",""x"":2,""y"":227,""width"":293,""height"":185}","{}"
I01110.jpg,352548,"{}",5,1,"{""name"":""rect"",""x"":157,""y"":245,""width"":180,""height"":123}","{}"
I01110.jpg,352548,"{}",5,2,"{""name"":""rect"",""x"":273,""y"":253,""width"":103,""height"":79}","{}"
I01110.jpg,352548,"{}",5,3,"{""name"":""rect"",""x"":330,""y"":261,""width"":86,""height"":59}","{}"
I01110.jpg,352548,"{}",5,4,"{""name"":""rect"",""x"":394,""y"":244,""width"":112,""height"":39}","{}"
I01112.jpg,352686,"{}",5,0,"{""name"":""rect"",""x"":388,""y"":243,""width"":100,""height"":44}","{}"
I01112.jpg,352686,"{}",5,1,"{""name"":""rect"",""x"":3,""y"":233,""width"":264,""height"":183}","{}"
I01112.jpg,352686,"{}",5,2,"{""name"":""rect"",""x"":135,""y"":247,""width"":199,""height"":118}","{}"
I01112.jpg,352686,"{}",5,3,"{""name"":""rect"",""x"":261,""y"":257,""width"":104,""height"":79}","{}"
I01112.jpg,352686,"{}",5,4,"{""name"":""rect"",""x"":312,""y"":264,""width"":91,""height"":61}","{}"
I01115.jpg,356864,"{}",5,0,"{""name"":""rect"",""x"":364,""y"":245,""width"":98,""height"":40}","{}"
I01115.jpg,356864,"{}",5,1,"{""name"":""rect"",""x"":267,""y"":259,""width"":110,""height"":69}","{}"
I01115.jpg,356864,"{}",5,2,"{""name"":""rect"",""x"":216,""y"":258,""width"":123,""height"":79}","{}"
I01115.jpg,356864,"{}",5,3,"{""name"":""rect"",""x"":129,""y"":263,""width"":184,""height"":107}","{}"
I01115.jpg,356864,"{}",5,4,"{""name"":""rect"",""x"":2,""y"":254,""width"":246,""height"":182}","{}"
I01126.jpg,364322,"{}",6,0,"{""name"":""rect"",""x"":5,""y"":261,""width"":199,""height"":138}","{}"
I01126.jpg,364322,"{}",6,1,"{""name"":""rect"",""x"":81,""y"":252,""width"":155,""height"":96}","{}"
I01126.jpg,364322,"{}",6,2,"{""name"":""rect"",""x"":166,""y"":259,""width"":124,""height"":83}","{}"
I01126.jpg,364322,"{}",6,3,"{""name"":""rect"",""x"":278,""y"":240,""width"":90,""height"":39}","{}"
I01126.jpg,364322,"{}",6,4,"{""name"":""rect"",""x"":559,""y"":272,""width"":80,""height"":51}","{}"
