filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
I00002.jpg,323337,"{}",4,0,"{""name"":""rect"",""x"":339,""y"":240,""width"":283,""height"":189}","{}"
I00002.jpg,323337,"{}",4,1,"{""name"":""rect"",""x"":2,""y"":219,""width"":126,""height"":102}","{}"
I00002.jpg,323337,"{}",4,2,"{""name"":""rect"",""x"":133,""y"":213,""width"":56,""height"":51}","{}"
I00002.jpg,323337,"{}",4,3,"{""name"":""rect"",""x"":246,""y"":221,""width"":45,""height"":33}","{}"
I00033.jpg,327068,"{}",4,0,"{""name"":""rect"",""x"":0,""y"":209,""width"":175,""height"":107}","{}"
I00033.jpg,327068,"{}",4,1,"{""name"":""rect"",""x"":182,""y"":209,""width"":65,""height"":58}","{}"
I00033.jpg,327068,"{}",4,2,"{""name"":""rect"",""x"":302,""y"":213,""width"":44,""height"":36}","{}"
I00033.jpg,327068,"{}",4,3,"{""name"":""rect"",""x"":412,""y"":230,""width"":226,""height"":265}","{}"
I00034.jpg,328780,"{}",4,0,"{""name"":""rect"",""x"":0,""y"":210,""width"":184,""height"":109}","{}"
I00034.jpg,328780,"{}",4,1,"{""name"":""rect"",""x"":184,""y"":214,""width"":67,""height"":48}","{}"
I00034.jpg,328780,"{}",4,2,"{""name"":""rect"",""x"":300,""y"":217,""width"":50,""height"":34}","{}"
I00034.jpg,328780,"{}",4,3,"{""name"":""rect"",""x"":406,""y"":226,""width"":233,""height"":269}","{}"
I00047.jpg,324504,"{}",4,0,"{""name"":""rect"",""x"":1,""y"":215,""width"":202,""height"":109}","{}"
I00047.jpg,324504,"{}",4,1,"{""name"":""rect"",""x"":214,""y"":215,""width"":62,""height"":48}","{}"
I00047.jpg,324504,"{}",4,2,"{""name"":""rect"",""x"":330,""y"":217,""width"":47,""height"":34}","{}"
I00047.jpg,324504,"{}",4,3,"{""name"":""rect"",""x"":450,""y"":231,""width"":189,""height"":279}","{}"
I00060.jpg,319080,"{}",4,0,"{""name"":""rect"",""x"":46,""y"":208,""width"":179,""height"":123}","{}"
I00060.jpg,319080,"{}",4,1,"{""name"":""rect"",""x"":234,""y"":209,""width"":59,""height"":55}","{}"
I00060.jpg,319080,"{}",4,2,"{""name"":""rect"",""x"":352,""y"":212,""width"":48,""height"":40}","{}"
I00060.jpg,319080,"{}",4,3,"{""name"":""rect"",""x"":484,""y"":244,""width"":154,""height"":266}","{}"
