/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00003.jpg,351,230,386,249,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00003.jpg,128,188,286,269,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00003.jpg,11,228,109,258,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00003.jpg,379,223,409,241,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00003.jpg,407,226,428,242,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00003.jpg,439,219,459,232,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00006.jpg,2,231,95,257,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00006.jpg,104,191,268,269,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00006.jpg,352,227,389,251,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00006.jpg,386,222,416,249,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00006.jpg,408,225,430,243,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00006.jpg,441,216,468,233,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00032.jpg,380,223,428,252,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00032.jpg,417,209,452,244,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00032.jpg,448,220,471,241,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00032.jpg,478,211,502,229,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00032.jpg,515,211,531,223,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00032.jpg,46,214,153,260,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00032.jpg,1,186,40,284,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00034.jpg,386,224,439,249,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00034.jpg,427,211,463,241,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00034.jpg,457,218,476,236,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00034.jpg,489,207,511,228,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00034.jpg,522,208,538,222,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00034.jpg,548,216,574,248,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00034.jpg,44,213,155,261,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00038.jpg,1,222,35,273,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00038.jpg,408,219,458,246,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00038.jpg,448,208,483,237,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00038.jpg,475,213,497,238,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00038.jpg,507,204,528,228,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00038.jpg,541,207,555,218,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00038.jpg,49,205,168,256,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00063.jpg,2,219,175,293,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00063.jpg,222,207,352,265,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00064.jpg,229,201,367,267,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00064.jpg,1,218,188,294,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00074.jpg,96,226,292,306,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00074.jpg,3,218,106,296,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00093.jpg,322,230,606,347,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00093.jpg,204,217,337,316,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00093.jpg,130,233,234,294,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00093.jpg,92,233,165,279,cars
/data/datasets/KAIST_MPD/rgbt-ped-detection/data/kaist-rgbt/images/set08/V000/lwir/I00093.jpg,70,231,120,274,cars
