/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video9620.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video11706.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video0850.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video7862.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video3328.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video6751.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video4090.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video11292.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video0248.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video7036.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video1261.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video11265.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video1206.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video6744.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video0343.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video10131.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video4872.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video3984.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video4129.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video2832.jpg,,,,,
/Users/fschipani/Desktop/Tesi/MSc-Thesis-PJ/Dataset/RFI/frames/ds/frames_0/video11881.jpg,,,,,
