filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
I00003.jpg,378524,"{}",6,0,"{""name"":""rect"",""x"":351,""y"":230,""width"":35,""height"":19}","{}"
I00003.jpg,378524,"{}",6,1,"{""name"":""rect"",""x"":128,""y"":188,""width"":158,""height"":81}","{}"
I00003.jpg,378524,"{}",6,2,"{""name"":""rect"",""x"":11,""y"":228,""width"":98,""height"":30}","{}"
I00003.jpg,378524,"{}",6,3,"{""name"":""rect"",""x"":379,""y"":223,""width"":30,""height"":18}","{}"
I00003.jpg,378524,"{}",6,4,"{""name"":""rect"",""x"":407,""y"":226,""width"":21,""height"":16}","{}"
I00003.jpg,378524,"{}",6,5,"{""name"":""rect"",""x"":439,""y"":219,""width"":20,""height"":13}","{}"
I00006.jpg,381658,"{}",6,0,"{""name"":""rect"",""x"":2,""y"":231,""width"":93,""height"":26}","{}"
I00006.jpg,381658,"{}",6,1,"{""name"":""rect"",""x"":104,""y"":191,""width"":164,""height"":78}","{}"
I00006.jpg,381658,"{}",6,2,"{""name"":""rect"",""x"":352,""y"":227,""width"":37,""height"":24}","{}"
I00006.jpg,381658,"{}",6,3,"{""name"":""rect"",""x"":386,""y"":222,""width"":30,""height"":27}","{}"
I00006.jpg,381658,"{}",6,4,"{""name"":""rect"",""x"":408,""y"":225,""width"":22,""height"":18}","{}"
I00006.jpg,381658,"{}",6,5,"{""name"":""rect"",""x"":441,""y"":216,""width"":27,""height"":17}","{}"
I00032.jpg,371462,"{}",7,0,"{""name"":""rect"",""x"":380,""y"":223,""width"":48,""height"":29}","{}"
I00032.jpg,371462,"{}",7,1,"{""name"":""rect"",""x"":417,""y"":209,""width"":35,""height"":35}","{}"
I00032.jpg,371462,"{}",7,2,"{""name"":""rect"",""x"":448,""y"":220,""width"":23,""height"":21}","{}"
I00032.jpg,371462,"{}",7,3,"{""name"":""rect"",""x"":478,""y"":211,""width"":24,""height"":18}","{}"
I00032.jpg,371462,"{}",7,4,"{""name"":""rect"",""x"":515,""y"":211,""width"":16,""height"":12}","{}"
I00032.jpg,371462,"{}",7,5,"{""name"":""rect"",""x"":46,""y"":214,""width"":107,""height"":46}","{}"
I00032.jpg,371462,"{}",7,6,"{""name"":""rect"",""x"":1,""y"":186,""width"":39,""height"":98}","{}"
I00034.jpg,372865,"{}",7,0,"{""name"":""rect"",""x"":386,""y"":224,""width"":53,""height"":25}","{}"
I00034.jpg,372865,"{}",7,1,"{""name"":""rect"",""x"":427,""y"":211,""width"":36,""height"":30}","{}"
I00034.jpg,372865,"{}",7,2,"{""name"":""rect"",""x"":457,""y"":218,""width"":19,""height"":18}","{}"
I00034.jpg,372865,"{}",7,3,"{""name"":""rect"",""x"":489,""y"":207,""width"":22,""height"":21}","{}"
I00034.jpg,372865,"{}",7,4,"{""name"":""rect"",""x"":522,""y"":208,""width"":16,""height"":14}","{}"
I00034.jpg,372865,"{}",7,5,"{""name"":""rect"",""x"":548,""y"":216,""width"":26,""height"":32}","{}"
I00034.jpg,372865,"{}",7,6,"{""name"":""rect"",""x"":44,""y"":213,""width"":111,""height"":48}","{}"
I00038.jpg,374196,"{}",7,0,"{""name"":""rect"",""x"":1,""y"":222,""width"":34,""height"":51}","{}"
I00038.jpg,374196,"{}",7,1,"{""name"":""rect"",""x"":408,""y"":219,""width"":50,""height"":27}","{}"
I00038.jpg,374196,"{}",7,2,"{""name"":""rect"",""x"":448,""y"":208,""width"":35,""height"":29}","{}"
I00038.jpg,374196,"{}",7,3,"{""name"":""rect"",""x"":475,""y"":213,""width"":22,""height"":25}","{}"
I00038.jpg,374196,"{}",7,4,"{""name"":""rect"",""x"":507,""y"":204,""width"":21,""height"":24}","{}"
I00038.jpg,374196,"{}",7,5,"{""name"":""rect"",""x"":541,""y"":207,""width"":14,""height"":11}","{}"
I00038.jpg,374196,"{}",7,6,"{""name"":""rect"",""x"":49,""y"":205,""width"":119,""height"":51}","{}"
I00063.jpg,336063,"{}",2,0,"{""name"":""rect"",""x"":2,""y"":219,""width"":173,""height"":74}","{}"
I00063.jpg,336063,"{}",2,1,"{""name"":""rect"",""x"":222,""y"":207,""width"":130,""height"":58}","{}"
I00064.jpg,334499,"{}",2,0,"{""name"":""rect"",""x"":229,""y"":201,""width"":138,""height"":66}","{}"
I00064.jpg,334499,"{}",2,1,"{""name"":""rect"",""x"":1,""y"":218,""width"":187,""height"":76}","{}"
I00074.jpg,341755,"{}",2,0,"{""name"":""rect"",""x"":96,""y"":226,""width"":196,""height"":80}","{}"
I00074.jpg,341755,"{}",2,1,"{""name"":""rect"",""x"":3,""y"":218,""width"":103,""height"":78}","{}"
I00093.jpg,362487,"{}",7,0,"{""name"":""rect"",""x"":322,""y"":230,""width"":284,""height"":117}","{}"
I00093.jpg,362487,"{}",7,1,"{""name"":""rect"",""x"":204,""y"":217,""width"":133,""height"":99}","{}"
I00093.jpg,362487,"{}",7,2,"{""name"":""rect"",""x"":130,""y"":233,""width"":104,""height"":61}","{}"
I00093.jpg,362487,"{}",7,3,"{""name"":""rect"",""x"":92,""y"":233,""width"":73,""height"":46}","{}"
I00093.jpg,362487,"{}",7,4,"{""name"":""rect"",""x"":70,""y"":231,""width"":50,""height"":43}","{}"
I00093.jpg,362487,"{}",7,5,"{""name"":""rect"",""x"":47,""y"":228,""width"":28,""height"":34}","{}"
I00093.jpg,362487,"{}",7,6,"{""name"":""rect"",""x"":2,""y"":181,""width"":44,""height"":91}","{}"
I00094.jpg,362872,"{}",7,0,"{""name"":""rect"",""x"":344,""y"":213,""width"":289,""height"":143}","{}"
I00094.jpg,362872,"{}",7,1,"{""name"":""rect"",""x"":221,""y"":213,""width"":144,""height"":106}","{}"
I00094.jpg,362872,"{}",7,2,"{""name"":""rect"",""x"":148,""y"":224,""width"":95,""height"":67}","{}"
I00094.jpg,362872,"{}",7,3,"{""name"":""rect"",""x"":111,""y"":231,""width"":71,""height"":46}","{}"
I00094.jpg,362872,"{}",7,4,"{""name"":""rect"",""x"":1,""y"":178,""width"":60,""height"":92}","{}"
I00094.jpg,362872,"{}",7,5,"{""name"":""rect"",""x"":88,""y"":224,""width"":40,""height"":43}","{}"
I00094.jpg,362872,"{}",7,6,"{""name"":""rect"",""x"":65,""y"":224,""width"":32,""height"":36}","{}"
I00095.jpg,363425,"{}",7,0,"{""name"":""rect"",""x"":348,""y"":220,""width"":289,""height"":141}","{}"
I00095.jpg,363425,"{}",7,1,"{""name"":""rect"",""x"":223,""y"":221,""width"":153,""height"":99}","{}"
I00095.jpg,363425,"{}",7,2,"{""name"":""rect"",""x"":149,""y"":232,""width"":102,""height"":57}","{}"
I00095.jpg,363425,"{}",7,3,"{""name"":""rect"",""x"":117,""y"":227,""width"":66,""height"":50}","{}"
I00095.jpg,363425,"{}",7,4,"{""name"":""rect"",""x"":97,""y"":223,""width"":49,""height"":43}","{}"
I00095.jpg,363425,"{}",7,5,"{""name"":""rect"",""x"":1,""y"":179,""width"":65,""height"":90}","{}"
I00095.jpg,363425,"{}",7,6,"{""name"":""rect"",""x"":69,""y"":225,""width"":31,""height"":33}","{}"
I00099.jpg,341233,"{}",8,0,"{""name"":""rect"",""x"":411,""y"":213,""width"":228,""height"":166}","{}"
I00099.jpg,341233,"{}",8,1,"{""name"":""rect"",""x"":278,""y"":216,""width"":161,""height"":105}","{}"
I00099.jpg,341233,"{}",8,2,"{""name"":""rect"",""x"":207,""y"":225,""width"":96,""height"":61}","{}"
I00099.jpg,341233,"{}",8,3,"{""name"":""rect"",""x"":171,""y"":222,""width"":61,""height"":46}","{}"
I00099.jpg,341233,"{}",8,4,"{""name"":""rect"",""x"":148,""y"":217,""width"":44,""height"":38}","{}"
I00099.jpg,341233,"{}",8,5,"{""name"":""rect"",""x"":123,""y"":217,""width"":29,""height"":26}","{}"
I00099.jpg,341233,"{}",8,6,"{""name"":""rect"",""x"":24,""y"":170,""width"":90,""height"":88}","{}"
I00099.jpg,341233,"{}",8,7,"{""name"":""rect"",""x"":108,""y"":210,""width"":32,""height"":31}","{}"
I00121.jpg,304097,"{}",15,0,"{""name"":""rect"",""x"":204,""y"":183,""width"":74,""height"":75}","{}"
I00121.jpg,304097,"{}",15,1,"{""name"":""rect"",""x"":563,""y"":269,""width"":76,""height"":155}","{}"
I00121.jpg,304097,"{}",15,2,"{""name"":""rect"",""x"":418,""y"":248,""width"":185,""height"":107}","{}"
I00121.jpg,304097,"{}",15,3,"{""name"":""rect"",""x"":363,""y"":237,""width"":96,""height"":70}","{}"
I00121.jpg,304097,"{}",15,4,"{""name"":""rect"",""x"":340,""y"":224,""width"":61,""height"":57}","{}"
I00121.jpg,304097,"{}",15,5,"{""name"":""rect"",""x"":319,""y"":227,""width"":31,""height"":36}","{}"
I00121.jpg,304097,"{}",15,6,"{""name"":""rect"",""x"":300,""y"":227,""width"":33,""height"":25}","{}"
I00121.jpg,304097,"{}",15,7,"{""name"":""rect"",""x"":283,""y"":223,""width"":24,""height"":25}","{}"
I00121.jpg,304097,"{}",15,8,"{""name"":""rect"",""x"":194,""y"":215,""width"":16,""height"":14}","{}"
I00121.jpg,304097,"{}",15,9,"{""name"":""rect"",""x"":178,""y"":219,""width"":28,""height"":23}","{}"
I00121.jpg,304097,"{}",15,10,"{""name"":""rect"",""x"":115,""y"":213,""width"":44,""height"":13}","{}"
I00121.jpg,304097,"{}",15,11,"{""name"":""rect"",""x"":158,""y"":220,""width"":27,""height"":27}","{}"
I00121.jpg,304097,"{}",15,12,"{""name"":""rect"",""x"":115,""y"":228,""width"":58,""height"":43}","{}"
I00121.jpg,304097,"{}",15,13,"{""name"":""rect"",""x"":39,""y"":234,""width"":88,""height"":66}","{}"
I00121.jpg,304097,"{}",15,14,"{""name"":""rect"",""x"":2,""y"":239,""width"":73,""height"":113}","{}"
I00136.jpg,317903,"{}",14,0,"{""name"":""rect"",""x"":555,""y"":274,""width"":83,""height"":140}","{}"
I00136.jpg,317903,"{}",14,1,"{""name"":""rect"",""x"":456,""y"":241,""width"":161,""height"":115}","{}"
I00136.jpg,317903,"{}",14,2,"{""name"":""rect"",""x"":410,""y"":227,""width"":95,""height"":76}","{}"
I00136.jpg,317903,"{}",14,3,"{""name"":""rect"",""x"":381,""y"":229,""width"":49,""height"":47}","{}"
I00136.jpg,317903,"{}",14,4,"{""name"":""rect"",""x"":357,""y"":225,""width"":37,""height"":36}","{}"
I00136.jpg,317903,"{}",14,5,"{""name"":""rect"",""x"":340,""y"":221,""width"":23,""height"":29}","{}"
I00136.jpg,317903,"{}",14,6,"{""name"":""rect"",""x"":260,""y"":188,""width"":61,""height"":72}","{}"
I00136.jpg,317903,"{}",14,7,"{""name"":""rect"",""x"":3,""y"":244,""width"":136,""height"":94}","{}"
I00136.jpg,317903,"{}",14,8,"{""name"":""rect"",""x"":137,""y"":232,""width"":74,""height"":57}","{}"
I00136.jpg,317903,"{}",14,9,"{""name"":""rect"",""x"":142,""y"":208,""width"":59,""height"":27}","{}"
I00136.jpg,317903,"{}",14,10,"{""name"":""rect"",""x"":195,""y"":221,""width"":37,""height"":33}","{}"
I00136.jpg,317903,"{}",14,11,"{""name"":""rect"",""x"":218,""y"":219,""width"":30,""height"":28}","{}"
I00136.jpg,317903,"{}",14,12,"{""name"":""rect"",""x"":250,""y"":213,""width"":11,""height"":18}","{}"
I00136.jpg,317903,"{}",14,13,"{""name"":""rect"",""x"":108,""y"":219,""width"":41,""height"":28}","{}"
I00164.jpg,326733,"{}",11,0,"{""name"":""rect"",""x"":534,""y"":245,""width"":104,""height"":189}","{}"
I00164.jpg,326733,"{}",11,1,"{""name"":""rect"",""x"":438,""y"":242,""width"":144,""height"":95}","{}"
